,agent,address,beds,receptions,baths,post_code
4693,Simple Approach Estate Agents,"Caledonia Street, Montrose DD10",3,1,1,DD10
4695,Knight Frank - Edinburgh Sales,"Rutland Square, Edinburgh, Midlothian EH1.",2,1,2,EH1
4696,Grieve Grierson Moodie & Walker,"Glencairn, 7 Victoria Avenue, Laurieknowe, Dumfries DG2",3,2,1,DG2
4697,Slater Hogg & Howison - Glasgow West End Sales,"St. Peters Path, St Georges Cross, Glasgow, Lanarkshire G4",2,1,1,G4
4698,Yopa,"St. Drostan's Court, Park Place, Brechin DD9",3,2,1,DD9
4699,Slater Hogg & Howison - Dennistoun,"Firpark Close, Dennistoun, Glasgow G31",2,1,2,G31
4700,"Purplebricks, Head Office","Glendale Mews, Aberdeen AB11",2,1,1,AB11
4701,"Purplebricks, Head Office","Forth View, Stirling FK8",2,1,1,FK8
4702,"Purplebricks, Head Office","Invercauld Road, Aberdeen AB16",2,1,1,AB16
4703,Slater Hogg & Howison - Bishopbriggs,"Scapa Way, Stepps, Glasgow G33",2,1,1,G33
4704,"Purplebricks, Head Office","King Street, Doune FK16",1,1,1,FK16
4705,McEwan Fraser Legal,"Simpson Loan, Quartermile, Edinburgh EH3",2,1,2,EH3
4706,Tailor Made Moves Ltd,"32 Green Drive, Culduthel, Inverness IV2",3,2,2,IV2
4707,Ballantynes Perth,"Plot 10 The Tay, Castle Grange, Off Old Quarry Road, Ballumbie DD4",4,2,3,DD4
4708,Savills - Edinburgh Town,"Blair Street, Old Town, Edinburgh EH1",2,1,1,EH1
4709,Yopa,"St. Cyrus, Montrose DD10",5,2,4,DD10
4710,Paton & Co,Hawick TD9,2,2,1,TD9
4712,"Purplebricks, Head Office","Gallowshade Road, Forfar DD8",2,1,1,DD8
4714,Braidwoods Estate Agents,"The Grange, Islesteps, Dumfries DG2",4,3,2,DG2
4715,"Purplebricks, Head Office","Wood Street, Galashiels TD1",1,1,1,TD1
4716,Empire Property,"Hagen Drive, Motherwell ML1",3,1,1,ML1
4718,Hastings and Co - Borders Property and Legal,"2 Whitehill Farm Cottages, Nenthorn, Kelso TD5",2,1,1,TD5
4720,Tip Top Estate Agents,"Lenihall Drive, Castlemilk, Glasgow G45",1,1,1,G45
4722,Next Home Estate Agents,"Scott Street, Perth PH1",1,1,1,PH1
4723,Allen & Harris - Shawlands,"Parkneuk Road, Mansewood, Glasgow G43",3,1,1,G43
4725,Yopa,"Montgomery Street, Eaglesham, Glasgow G76",1,1,1,G76
4726,LJ Residential,"33 Murray Court, Annan, Dumfries &amp; Galloway DG12",1,1,1,DG12
4727,Allen & Harris - Helensburgh,"Larchfield, Colquhoun Street, Helensburgh G84",1,1,1,G84
4728,Yieldit,"Craigneuk Avenue, Airdrie, North Lanarkshire ML6",3,1,1,ML6
4729,Verdala,"North Street, Forfar DD8",3,1,1,DD8
4730,Innes & Mackay,"Clachnaharry Road, Inverness IV3",2,1,2,IV3
4731,"Purplebricks, Head Office","Threave Terrace, Castle Douglas DG7",2,1,1,DG7
4735,Stewart & Watson,"18 Traynor Way, Buckie AB56",4,2,3,AB56
4736,R and R Urquhart Property,"Rangellagh, Newton Of Struthers, Kinloss, Forres IV36",4,1,2,IV36
4738,Next Home Estate Agents,"Dunsinane Drive, Perth PH1",2,1,1,PH1
4739,Joyce Heeps Homes LTD,"Sandpiper Place, Greenhills, East Kilbride G75",3,1,2,G75
4740,"Springbok Properties, Nationwide","Nevis Road, Renfrew, Renfrewshire PA4",3,1,1,PA4
4742,AB Property Consultants & Estate Agents G69,"Kentallen Road, Barlanark, Glasgow G33",2,1,1,G33
4743,Coulters Stockbridge,"23C/8 Gayfield Square, New Town, Edinburgh EH1",2,1,1,EH1
4744,Your Move - Inverness,"Telford Road, Inverness, Highland IV3",5,2,2,IV3
4745,"Purplebricks, Head Office","Dumbarton Road, Glasgow G11",1,1,1,G11
4746,Yopa,"West Murrayfield, Bannockburn, Stirling FK7",1,1,1,FK7
4747,Russel + Aitken Edinburgh LLP,"1B/6 Abbotsford Crescent, Morningside, Edinburgh EH10",2,1,1,EH10
4748,Your Move - Dumfries,"Lovers Walk, Dumfries, Dumfries And Galloway DG1",5,2,1,DG1
4749,Arran Estate Agents,"Corriecravie, Sliddery, Isle Of Arran KA27",3,2,3,KA27
4750,Thorntons Law LLP - St. Andrews,"Lade Braes, St. Andrews KY16",4,2,2,KY16
4752,Vanilla Square,"Plot 1, Tynribbie Hill, Appin PA38",4,1,2,PA38
4753,"Allen & Harris - Dennistoun, Glasgow","Seagrove Street, Glasgow G32",3,1,1,G32
4754,Property Bureau,"Apt 12, 70 Colquhoun Street, Helensburgh G84",2,1,1,G84
4755,"Purplebricks, Head Office","George Street, Aberdeen AB25",2,1,1,AB25
4756,Peterkins Solicitors,"Land Street, Keith AB55",4,2,1,AB55
4757,Your Move - Edinburgh,"Wardlaw Place, Edinburgh, Midlothian EH11",1,1,1,EH11
4760,Coulters Stockbridge,"1 Belford Road, Dean, Edinburgh EH4",4,2,2,EH4
4761,McEwan Fraser Legal,"The Highland Club, St. Benedicts Abbey, Fort Agustus, Highland PH32",2,1,2,PH32
4765,Delmor Estate Agents,"High Street, Cowdenbeath KY4",3,1,1,KY4
4767,"Purplebricks, Head Office","Andrew Court, Penicuik EH26",1,1,1,EH26
4768,David Wilson Homes - David Wilson @ Countesswells,"""Ballater"" at Kingswells, Aberdeen AB15",4,3,2,AB15
4769,McEwan Fraser Legal,"Salamander Court, Leith, Edinburgh EH6",2,1,2,EH6
4770,Sold.co.uk,"Ashvale Place, Aberdeen AB10",1,1,1,AB10
4771,AB Property Consultants & Estate Agents G69,"Broom Road East, Newton Mearns, Glasgow G77",3,2,1,G77
4773,Yopa,"West Tollcross, Edinburgh EH3",1,1,1,EH3
4774,Premier Properties Perth,"Victoria Street, Perth PH2",3,1,1,PH2
4775,Possible Estate Agents,"Flat 4, 2 Princes Street, Perth PH2",2,1,1,PH2
4776,Allen & Harris - Paisley,"Stirrat Crescent, Paisley PA3",2,1,1,PA3
4777,We Auction Property,"Allison Street, Glasgow G42",1,1,1,G42
4778,Knightbain Estate Agents Ltd,"Saughton Road, Edinburgh EH11",2,1,1,EH11
4779,Atrium Estate & Letting Agents,"Duff Road, Edinburgh EH11",2,1,1,EH11
4780,JB Graham Rural & Residential Estate Agents,"5 Culreoch, Stranraer DG9",5,1,2,DG9
4781,Stewart & Watson,"Knock, Huntly AB54",3,2,1,AB54
4783,Allen & Harris - Paisley,"Anchor Crescent, Paisley PA1",2,2,1,PA1
4784,Slater Hogg & Howison - Paisley Sales,"Abbey Place, Paisley, Renfrewshire PA1",2,1,2,PA1
4785,RE/MAX Property Marketing Centre,"Clacheranmor, Glendaruel, Colintraive PA22",3,1,1,PA22
4786,Countrywide Scotland - Glasgow Sales,"Wallace Street, Glasgow, Lanarkshire G5",4,1,3,G5
4787,Stonefield Estate Agents,"Carrick Street, Maybole KA19",3,2,1,KA19
4788,Your Move - Montrose,"Inchbrayock Road, Ferryden, Montrose, Angus DD10",3,1,1,DD10
4791,Gilson Gray LLP,"16/1 Hughes Close, Canonmills Garden, Edinburgh EH7",2,1,1,EH7
4793,"Purplebricks, Head Office","Court Street, Haddington EH41",3,1,1,EH41
4795,Williamson & Henry,"The Wagon House, Cannee, Kirkcudbright DG6",1,1,1,DG6
4797,Thistles Estate Agents,"70 Rowan Road, Aberdeen AB16",5,1,2,AB16
4798,"Purplebricks, Head Office","8 White Cart Court, Shawlands, Glasgow G43",2,1,1,G43
4799,Campbell Smith,"37, 2F3, Logie Green Road, Edinburgh EH7",1,1,1,F3
4800,Kirkland Estate Agents,"Corsewall Street, Coatbridge ML5",2,1,1,ML5
4801,Allen & Harris - Kilmarnock,"Kilwinning Road, Stewarton, Kilmarnock KA3",4,2,2,KA3
4802,Asset Properties,"St Ninians, Heathcote Road, Crieff PH7",3,1,3,PH7
4804,Warners,"23/1 Balcarres Street, Morningside, Edinburgh EH10",2,1,1,EH10
4805,Austin Beck,"C, Greystone Avenue, Burnside, Glasgow G73",2,1,2,G73
4806,McQueen Legal,"1A/4 Trafalgar Lane, Leith, Edinburgh EH6",1,1,1,EH6
4809,Yopa,"Rowan Drive, Culbokie, Dingwall IV7",5,2,3,IV7
4812,Aberdein Considine,"Cowgatehead, Edinburgh EH1",3,1,1,EH1
4814,Aberdein Considine,"Fettes Row, Edinburgh EH3",2,1,1,EH3
4816,Allen & Harris - Stirling,"Rowallan Drive, Bannockburn, Stirling FK7",3,1,2,FK7
4819,McEwan Fraser Legal,"Claremont Street, Aberdeen AB10",3,1,2,AB10
4822,Miller Homes - Edgelaw,"""Mackie"" at Lasswade Road, Edinburgh EH17",4,2,3,EH17
4824,Miller Gerrard,"Woodlands Road, Rosemount, Blairgowrie PH10",3,2,2,PH10
4825,Miller Homes - Highbrae at Lang Loan,"""Rossie"" at Bullfinch Way, Edinburgh EH17",5,2,3,EH17
4826,Miller Homes - Highbrae at Lang Loan,"""Napier"" at Bullfinch Way, Edinburgh EH17",5,3,3,EH17
4828,Miller Homes - Highbrae at Lang Loan,"""Pringle"" at Bullfinch Way, Edinburgh EH17",4,3,3,EH17
4829,Igloo,"Lamlash, Isle Of Arran KA27",2,2,1,KA27
4830,HC2M Properties,"Barrowfield Street, Coatbridge ML5",2,1,1,ML5
4831,Miller Homes - Green Park Gardens,"""Meldrum Mid"" at Leander Crescent, Bellshill ML4",3,2,2,ML4
4832,Gilson Gray LLP,"74, 1F2 Temple Park Crescent, Polwarth, Edinburgh EH11",2,1,1,F2
4833,Boom,"West Fulton Cottages, Craigends Road, Houston, Johnstone PA6",3,1,2,PA6
4834,Melrose & Porteous,"Trinity Park, Duns TD11",3,2,1,TD11
4836,Grieve Grierson Moodie & Walker,"Old Mill Court, Annan DG12",2,1,1,DG12
4837,Warners,"13 Warriston Terrace, Warriston, Edinburgh EH3",3,1,1,EH3
4838,"Purplebricks, Head Office","Hay Crescent, Keith AB55",3,1,1,AB55
4839,Warners,"10A, Brand Place, Abbeyhill, Edinburgh EH8",2,1,1,EH8
4842,Warners,"3 Kyle Place, Abbeyhill, Edinburgh EH7",2,1,1,EH7
4844,Ralph Hendrie Legal,"14/6 West Newington Place, Edinburgh EH9",2,1,1,EH9
4845,Miller Homes - Bertha Park,"""Riverwood"" at Kennaway Avenue, Perth PH1",4,2,2,PH1
4846,Slater Hogg & Howison - Greenock Sales,"Ashburn Gardens, Gourock, Inverclyde PA19",2,1,1,PA19
4848,Yvonne Fitzgerald Properties,"Sinclair Street, Halkirk KW12",3,2,1,KW12
4852,Yvonne Fitzgerald Properties,"Saltoun Street, Wick KW1",2,1,2,KW1
4855,Delmor Estate Agents,"Forth Park Residences, Kirkcaldy, Fife KY2",2,1,2,KY2
4856,Arthur & Simpson,"Burravoe, Yell, Shetland ZE2",4,1,2,ZE2
4857,Mov8 Real Estate,"Restalrig Road South, Restalrig, Edinburgh EH7",1,1,1,EH7
4858,Robertson Homes - Ness Castle,"""Clemente"" at Darochville Place, Inverness IV2",4,2,2,IV2
4860,Argyll Estate Agents,"Leven, Stronmilchan Road, Dalmally, Argyll PA33",3,1,1,PA33
4861,RE/MAX Clydesdale & Tweeddale,"New Fixed Price! Tannoch Brae, Greenside, Peebles EH45",3,1,1,EH45
4862,Primrose and Gordon,"16 Kirkland Road, Terregles, Dumfries DG2",2,1,1,DG2
4863,"Allen & Harris - Clarkston, Glasgow","Maryville Avenue, Giffnock, Glasgow G46",1,1,1,G46
4864,Gilson Gray LLP,"104 Biggar Road, Fairmilehead, Edinburgh EH10",5,3,3,EH10
4865,Slater Hogg & Howison - Greenock Sales,"Stoneleigh Road, Greenock, Inverclyde PA16",3,1,1,PA16
4866,Slater Hogg & Howison - Candleriggs Sales,"Cook Street, Tradeston, Glasgow, Lanarkshire G5",2,1,1,G5
4867,VMH Solicitors,"Sleigh Drive, Edinburgh EH7",2,1,1,EH7
4868,"Purplebricks, Head Office","Viking Place, Aberdeen AB12",3,1,1,AB12
4869,Knight Frank - Edinburgh Sales,"Northumberland Street, New Town EH3",4,1,2,EH3
4870,VMH Solicitors,"Harrison Road, Edinburgh EH11",2,1,1,EH11
4871,"Purplebricks, Head Office","141 Marina Road, Boghall, Bathgate EH48",1,1,1,EH48
4878,Igloo,"Union Street, Larkhall ML9",1,1,1,ML9
4879,On The Move,"Woodside Drive, Calderbank, Airdrie ML6",3,1,1,ML6
4880,Stuart and Stuart WS,"31/18 Simpson Loan, Quartermile, Edinburgh EH3",1,1,1,EH3
4881,"Purplebricks, Head Office","Den Walk, Leven KY8",2,1,1,KY8
4883,Young Robertson and Co,"Hillhead Road, Wick KW1",1,1,1,KW1
4886,Yopa,"Highfield Avenue, Inverness IV3",3,1,1,IV3
4887,MQ Estate Agents & Lettings,"Baird Drive, Roseburn, Edinburgh EH12",2,1,1,EH12
4889,Neilsons Solicitors & Estate Agents,"7 Catelbock Close, Kirkliston EH29",5,2,3,EH29
4892,Ralph Hendrie Legal,"7/5 West Port, Edinburgh EH1",2,1,1,EH1
4893,McEwan Fraser Legal,"Portland Row, Edinburgh EH6",2,1,2,EH6
4894,Warners,"188 Craigleith Road, Craigleith, Edinburgh EH4",2,2,1,EH4
4895,McEwan Fraser Legal,"Kittybrewster Square, Aberdeen AB25",1,1,1,AB25
4896,Caledonia Bureau,"800 Dumbarton Road, Dalmuir, West Dunbartonshire G81",3,1,1,G81
4897,Northwood - Aberdeen,"Market Street, Stoneywood AB21",2,1,2,AB21
4898,McCarthy Stone - RESALES,"Heugh Road, North Berwick EH39",1,1,1,EH39
4900,"Purplebricks, Head Office","3 New Bridge Street, Ayr KA7",2,1,1,KA7
4901,Glow Homes Letting & Sales,"Cubeside Villa, Dalry KA24",4,1,2,KA24
4902,Next Home Estate Agents,"West George Street, Blairgowrie PH10",3,2,2,PH10
4903,Allen & Harris - Kilmarnock,"King Street, Newmilns KA16",1,1,1,KA16
4904,Countrywide Scotland - Dennistoun,"Rosemount Place, Royston, Glasgow G21",2,1,2,G21
4905,McCarthy Stone - RESALES,"Riverwood, 101 Craigdhu, Milngavie G62",1,1,1,G62
4906,DJ Alexander,"5/7 Duff Road., Edinburgh EH11",2,1,1,EH11
4907,Igloo,"Dechmont Street, Hamilton ML3",1,1,1,ML3
4908,Yvonne Fitzgerald Properties,"Argyle Square, Wick KW1",2,1,1,KW1
4909,Hastings and Co - Borders Property and Legal,"Albert Place, Kelso TD5",1,1,1,TD5
4911,WESTGATE,"Glanderston Gate, Newton Mearns, Glasgow G77",1,1,1,G77
4912,Homelink Estate and Letting Agents Ltd,"Alexander Street, Airdrie ML6",2,1,1,ML6
4913,Your Move - Edinburgh,"Gordon Street, Edinburgh, Midlothian EH6",2,1,1,EH6
4914,Middleton Ross,"Braeface, Alness IV17",4,2,1,IV17
4915,"Purplebricks, Head Office","16 Netherkirkgate, Aberdeen AB10",2,1,1,AB10
4916,Neill Clerk Estate Agents,"Trafalgar Street, Greenock PA15",2,1,1,PA15
4918,"Springbok Properties, Nationwide","Victoria Road, Aberdeen, Aberdeenshire AB11",2,1,1,AB11
4919,Galloway and Ayrshire Properties Ltd,"Leswalt High Road, Stranraer DG9",4,2,1,DG9
4920,Caledonia Bureau,"Castlehill Quadrant, Dumbarton G82",2,1,1,G82
4921,Robb Residential,"Corona Cottage, 2 Cromwell Street, Dunoon PA23",4,2,2,PA23
4922,R and R Urquhart Property,"Moravia Court, Market Street, Forres IV36",1,1,1,IV36
4924,Cochran Dickie,"Burnbrae Cottage, Mill Brae, Bridge Of Weir PA11",2,1,1,PA11
4925,Lindsays,"Flat 19 Caiystane Court, Oxgangs Road North, Oxgangs, Edinburgh EH13",1,1,1,EH13
4926,Mchugh Estate Agents Ltd,"Craggan Drive, Glasgow G14",2,1,1,G14
4927,"Purplebricks, Head Office","Gordon Street, Peterhead AB42",2,1,1,AB42
4928,Savills - Edinburgh RDS,"18/12, Canonmills Garden, Warriston Road, Edinburgh EH7",2,1,2,EH7
4929,Robb Residential,Tighnabruaich PA21,3,2,2,PA21
4930,Warners,"98 (1F2) Marchmont Crescent, Marchmont, Edinburgh EH9",3,1,1,F2
4931,Allen & Harris - Burnside,"Stonelaw Drive, Rutherglen, Glasgow G73",3,1,2,G73
4932,Savills - Edinburgh RDS,"17/15 Canonmills Garden, Warriston Road, Edinburgh EH7",2,1,2,EH7
4933,Murray Snell,"Bruntsfield Avenue, Edinburgh EH10",2,1,1,EH10
4934,McEwan Fraser Legal,"Cove Way, Cove Bay, Aberdeen, Aberdeenshire AB12",3,1,1,AB12
4936,"Purplebricks, Head Office","Railton Gardens, Arbroath DD11",3,2,1,DD11
4937,Murray Snell,"Bruntsfield Avenue, Edinburgh EH10",2,1,1,EH10
4939,Yopa,"Braeface, Alness IV17",3,1,1,IV17
4940,Barratt Homes - Barratt @ St Clements Wells,"""Coull"" at Auburn Locks, Wallyford, Musselburgh EH21",3,2,1,EH21
4941,Possible Estate Agents,"26A Marshall Place, Perth PH2",1,1,1,PH2
4942,Barratt Homes - Barratt @ St Clements Wells,"""Traquair"" at Auburn Locks, Wallyford, Musselburgh EH21",3,2,2,EH21
4943,Taylor & Henderson,"8 Douglas Place, Largs KA30",3,2,2,KA30
4944,McArthur Stanton,"Crosslet Road, Dumbarton G82",2,1,1,G82
4945,Barratt Homes - Barratt @ St Clements Wells,"""Craigend"" at Auburn Locks, Wallyford, Musselburgh EH21",3,2,2,EH21
4946,MKM Estate Agents Ltd,"Laggan Path, Shotts ML7",2,1,1,ML7
4947,Simple Approach Estate Agents,"Mavisbank Place, Perth PH1",3,1,2,PH1
4948,EweMove Sales & Lettings - Aberdeen,"Queens Crescent, Aberdeen AB15",2,1,2,AB15
4949,"Clyde Property, West End","Chancellor Street, Flat 3/3, Partick, Glasgow G11",2,1,1,G11
4950,Yopa,"William Street, Gourdon, Montrose DD10",2,1,1,DD10
4951,Re/Max Property Marketing Centre (ABERDEEN LTD),"Quarry Road, Cults, Aberdeen AB15",5,2,2,AB15
4952,Slater Hogg & Howison - Greenock Sales,"Kelly Street, Greenock, Inverclyde PA16",3,1,1,PA16
4953,Slater Hogg & Howison - Dennistoun,"Craigpark Drive, Dennistoun, Glasgow G31",3,1,1,G31
4954,Yvonne Fitzgerald Properties,"Couper Street, Thurso KW14",3,1,1,KW14
4955,B-Spoke Property,"Bayne Street, Stirling FK8",1,1,1,FK8
4956,Warners,"98/4 Warriston Road, Warriston, Edinburgh EH7",2,1,1,EH7
4957,Your Move - Glenrothes,"Cupar Road, Auchtermuchty, Cupar, Fife KY14",3,1,2,KY14
4958,Warners,"19/8 Old Fishmarket Close, Old Town, Edinburgh EH1",2,1,1,EH1
4959,RE/MAX Property Marketing Centre,"Barrland Court, Glasgow G41",2,1,2,G41
4960,VMH Solicitors,"1/76 Homeross House, Mount Grange, Strathearn Road EH9",1,1,1,EH9
4961,"Purplebricks, Head Office","51 Allison Street, Glasgow G42",1,1,1,G42
4962,RE/MAX Clydesdale & Tweeddale,"Northgate, Peebles EH45",2,2,1,EH45
4963,Cochran Dickie (Paisley),"Flat 4 Kelburne Court, 51 Glasgow Road, Paisley PA1",1,1,1,PA1
4964,Robb Residential,"Langdales, Houston House, Kirk Road, Houston, Johnstone PA6",3,3,4,PA6
4965,"Clyde Property, Falkirk","Hornbeam Crescent, Laurieston, Falkirk FK2",3,1,1,FK2
4967,Ralph Hendrie Legal,"84 Inveresk Road, Musselburgh EH21",5,3,2,EH21
4968,"Clyde Property, Shawlands","Ettrick Place, Flat 1/1, Shawlands, Glasgow G43",1,1,1,G43
4970,Countrywide Scotland - Paisley,"Mulberry Road, Renfrew, Renfrewshire PA4",2,1,2,PA4
4971,"Purplebricks, Head Office","Mill Of Uras, Stonehaven AB39",4,2,1,AB39
4972,Thorntons Law LLP - Cupar,"Newtown, Cupar, Fife KY15",2,2,1,KY15
4973,Thorntons Law LLP - Cupar,"Burnside North, Cupar, Fife KY15",4,1,1,KY15
4974,Simple Approach Estate Agents,"Perth Road, Dundee DD2",3,1,1,DD2
4976,Slater Hogg & Howison - Glasgow West End Sales,"Branklyn Court, Anniesland, Glasgow G13",3,1,2,G13
4978,Portolio,"Downfield Place, Edinburgh EH11",1,1,1,EH11
4979,Aberdein Considine,"Tandara, Postie's Walk, High Street, Banchory, Aberdeenshire AB31",2,1,1,AB31
4981,Savills - Edinburgh Town,"15 Scald Law Drive, Colinton, Edinburgh EH13",5,3,4,EH13
4982,McEwan Fraser Legal,"Airyhall Drive, Aberdeen AB15",2,1,1,AB15
4983,Slater Hogg & Howison - Stirling Sales,"Claycrofts Place, Stirling, Stirlingshire FK7",2,1,2,FK7
4984,Northwood - Aberdeen,"Mid Stocket Road, Midstocket, Aberdeen AB15",3,1,1,AB15
4985,Yopa,"Oaklands Square, Edinburgh EH11",3,1,2,EH11
4987,Barratt Homes - Westburn Gardens,"""Glennie"" at 55 May Baird Wynd, Aberdeen AB23",2,1,1,AB23
4988,Yopa,"Moubray Grove, South Queensferry EH30",2,1,1,EH30
4989,Barratt Homes - Westburn Gardens,"""Forbes"" at 55 May Baird Wynd, Aberdeen AB23",2,2,2,AB23
4991,Barratt Homes - Westburn Gardens,"""Wood"" at 55 May Baird Wynd, Aberdeen AB23",3,2,2,AB23
4992,Manor Estate Agency,"Sandaig Road, Barlanark G33",3,1,1,G33
4993,DJ Alexander,"96 (2F3) Marchmont Road, Edinburgh EH9",3,1,1,F3
4994,Aberdein Considine,"Lower Flat Left, George Street, Perth PH1",3,1,1,PH1
4996,Mov8 Real Estate,"Glenluce Drive, Bishopton PA7",4,1,2,PA7
4997,Miller Homes - South Gilmerton Brae,"""Yeats"" at Gilmerton Station Road, Edinburgh EH17",4,2,3,EH17
4999,McEwan Fraser Legal,"Leith Walk, Leith, Edinburgh EH6",1,1,1,EH6
5000,Anderson Shaw & Gilbert,"37, Royal Ness Court, Inverness IV3",1,1,1,IV3
5003,Paul Rolfe Sales & Lettings,"63 Kinloch View, Linlithgow EH49",1,1,1,EH49
5004,Fife Properties Sales & Lettings,"Wellesley Road, Methil, Leven KY8",2,1,1,KY8
5005,"Purplebricks, Head Office","3 Hill Street, Aberdeen AB25",2,1,1,AB25
5007,T Duncan & Co,"Bridge Street, Montrose DD10",2,1,1,DD10
5008,Savills - Brechin,"Benshie Cottage, Oathlaw, By Forfar, Angus DD8",4,3,3,DD8
5009,Slater Hogg & Howison - Largs,"Kelvin Walk, Largs, North Ayrshire, . KA30",2,2,1,KA30
5011,Neill Clerk Estate Agents,"Union Street, Greenock PA16",3,1,1,PA16
5012,Penny Lane Homes,"Kenley Road, Renfrew PA4",2,1,2,PA4
5013,McJerrow & Stevenson,"Granary Mews, Dumfries DG1",1,1,1,DG1
5014,R and R Urquhart Property,"The Knoll, 6 St Leonards Road, Forres IV36",5,3,3,IV36
5015,Thorntons Law LLP - St. Andrews,"Scholars Gate, St Andrews, Fife KY16",2,1,2,KY16
5016,Taylor & Henderson,"Plot Of Land Kilmahew Street, Ardrossan KA22",3,2,2,KA22
5017,Walker Laird Solicitors & Estate Agents,"Rowans Gate, Paisley PA2",1,1,1,PA2
5020,Arran Estate Agents,"Alt Na Mara, Newton Shore, Lochranza KA27",4,2,2,KA27
5023,"Clyde Property, West End","Castlebank Place, Flat 1/2, Glasgow Harbour, Glasgow G11",2,1,2,G11
5025,Slater Hogg & Howison - Largs,"Millennium Court, Largs, North Ayrshire KA30",2,1,2,KA30
5026,Bannerman Burke Properties Ltd,"Heronhill Close, Hawick TD9",4,2,3,TD9
5028,Robb Residential,"Gylemuir, 5 Morrisons Park, Lochgoilhead, Cairndow PA24",3,1,2,PA24
5029,VG Homes,"Bagmoors Road, Pettinain ML11",3,2,2,ML11
5030,"Springbok Properties, Nationwide","Anderson Avenue, Aberdeen, Aberdeen AB24",2,1,1,AB24
5031,Melrose & Porteous,"Easter Street, Duns TD11",2,1,1,TD11
5032,"Clyde Property, Shawlands","Riverton Court, 180 Riverford Road, Newlands, Glasgow G43",1,1,1,G43
5033,"Clyde Property, Shawlands","Rosebery Terrace, Flat 3/3, Oatlands, Glasgow G5",2,1,1,G5
5034,RE/MAX Clydesdale & Tweeddale,"Tweedholm Avenue East, Walkerburn EH43",1,1,1,EH43
5035,Allen & Harris - Helensburgh,"East Princes Street, Helensburgh G84",4,1,1,G84
5039,AB Properties,"6 Church Street, Wanlockhead ML12",2,1,2,ML12
5041,Coulters Stockbridge,"3/2 Warriston Place, Canonmills, Edinburgh EH3",3,1,1,EH3
5042,Premier Properties Perth,"George Street, Perth PH1",2,1,1,PH1
5043,Lindsays,"West Stanhope Place, West End, Edinburgh EH12",3,1,1,EH12
5044,Your Move - Kirkcaldy,"Duncan Street, Kirkcaldy, Fife KY2",1,1,1,KY2
5045,Yopa,"Park Street, Dingwall IV15",5,2,3,IV15
5046,T Duncan & Co,"High Street, Montrose DD10",2,1,1,DD10
5047,Slater Hogg & Howison - Burnside,"Victoria Street, Rutherglen, Glasgow, South Lanarkshire G73",1,1,1,G73
5048,Lindsays,"Cramond Road North, Edinburgh EH4",4,1,2,EH4
5049,"Allen & Harris - Dennistoun, Glasgow","Garfield Street, Dennistoun, Glasgow G31",2,1,1,G31
5050,Lindsays,"Belgrave Terrace, Corstorphine, Edinburgh EH12",1,1,1,EH12
5052,Thorntons Law LLP - Kirkcaldy,"124/12, Lothian Road, Edinburgh EH3",2,1,1,EH3
5056,Warners,"15/4 Clockmill Lane, Meadowbank, Edinburgh EH8",1,1,2,EH8
5057,Savills - Edinburgh Country Houses,"Halketts Hall, Limekilns, Dunfermline, Fife KY11",4,2,2,KY11
5058,Countrywide Scotland - Glasgow West End Sales,"Hayburn Street, Partick, Glasgow G11",2,1,2,G11
5059,"Purplebricks, Head Office","Market Street, Macduff AB44",4,1,3,AB44
5060,"Purplebricks, Head Office","Croyard Road, Beauly IV4",2,1,1,IV4
5062,"Purplebricks, Head Office","Market Street, Macduff AB44",4,1,2,AB44
5064,Donald Ross Estate Agents Ltd,"69 Coylebank, Prestwick KA9",3,1,1,KA9
5065,Mov8 Real Estate,"Fingal Road, Renfrew PA4",2,1,2,PA4
5066,Barratt Homes - Mayburn Walk,"""Coull"" at Mayburn Walk, Loanhead EH20",3,2,1,EH20
5067,National Property,"Upper Bridge Street, Stirling FK8",1,1,1,FK8
5068,Mov8 Real Estate,"Goldenacre Terrace, Goldenacre, Edinburgh EH3",2,1,1,EH3
5070,Macpherson Property,"Yarrowford, Selkirk TD7",4,2,2,TD7
5071,Lindsays,"44/4, Cumberland Street, New Town, Edinburgh EH3",3,1,2,EH3
5072,National Property,"Viewfield Street, Stirling FK8",1,1,1,FK8
5075,Neill Clerk Estate Agents,"Regent Street, Greenock, Renfrewshire PA15",2,1,1,PA15
5077,Keller Williams,"Overton Circle, Dyce, Aberdeen AB21",4,2,2,AB21
5078,Lawrie Estate Agents,"Beacon Court, Anstruther KY10",2,1,2,KY10
5080,Anderson Strathern,"26/13 Dean Park Street, Stockbridge EH4",2,1,1,EH4
5081,DJ Alexander,"19 (1F2) Spottiswoode Road, Edinburgh EH9",3,1,1,F2
5085,Yopa,"Castle Street, Montrose DD10",2,1,1,DD10
5086,Premier Properties Perth,"Leonard Street, Perth PH2",2,1,1,PH2
5087,Warners,"The Stables, Hilltown, Dalkeith EH22",4,2,2,EH22
5089,Keller Williams,"Rashierigg Place, Longridge, Bathgate EH47",3,1,1,EH47
5090,Neilsons Solicitors & Estate Agents,"1/9 Lochrin Place, Edinburgh EH3",1,2,1,EH3
5091,Campbell Smith,"Apartment 3, Avon Hall Gardens, Bo'ness Road, Grangemouth FK3",2,1,2,FK3
5095,"Allen & Harris - Clarkston, Glasgow","Ravenstone Drive, Giffnock, Glasgow G46",1,1,1,G46
